Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	DNase Experiment accession	DNase Experiment date released	DNase Lab	DNase Donor(s)	DNase File accession	DNase Output type	DNase Run type	ENCODE-rE2G v1	thresholded_bedpe_SYNAPSE_ID	full_predictions_SYNAPSE_ID	thresholded_bigInteract_SYNAPSE_ID	thresholded_predictions_SYNAPSE_ID
CL:0002553	fibroblast of lung	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EPR	2010-12-16	John Stamatoyannopoulos, UW	/human-donors/ENCDO269AAA/	ENCFF237FTW, ENCFF807OQU	unfiltered alignments, unfiltered alignments	single-ended, single-ended	False	syn55177418	syn55177424	syn55177414	syn55177417
CL:0002555	fibroblast of mammary gland	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000ENW	2010-12-14	John Stamatoyannopoulos, UW	/human-donors/ENCDO236AAA/	ENCFF788QJH, ENCFF698PYM	unfiltered alignments, unfiltered alignments	single-ended, single-ended	True	syn55177425	syn55177430	syn55177432	syn55177422
CL:0002557	fibroblast of pulmonary artery	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EOH	2010-12-16	John Stamatoyannopoulos, UW	/human-donors/ENCDO245AAA/	ENCFF543ZKJ, ENCFF141EHE	unfiltered alignments, unfiltered alignments	single-ended, single-ended	False	syn55177431	syn55177435	syn55177426	syn55177428
CL:0002558	fibroblast of villous mesenchyme	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EOR	2010-12-16	John Stamatoyannopoulos, UW	/human-donors/ENCDO253AAA/	ENCFF764HYF, ENCFF626XTB	unfiltered alignments, unfiltered alignments	single-ended, single-ended	False	syn55177436	syn55177441	syn55177433	syn55177434
CL:0002565	iris pigment epithelial cell	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000ENT	2011-05-04	John Stamatoyannopoulos, UW	/human-donors/ENCDO100AAA/	ENCFF376DMN, ENCFF029GGS	unfiltered alignments, unfiltered alignments	single-ended, single-ended	True	syn55177442	syn55177446	syn55177437	syn55177439
CL:0002584	renal cortical epithelial cell	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EOK	2011-04-07	John Stamatoyannopoulos, UW	/human-donors/ENCDO098AAA/	ENCFF773GJZ, ENCFF570QNB	unfiltered alignments, unfiltered alignments	single-ended, single-ended	True	syn55177447	syn55177451	syn55177443	syn55177445
CL:0002586	retinal pigment epithelial cell	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EON	2010-12-16	John Stamatoyannopoulos, UW	/human-donors/ENCDO107AAA/	ENCFF587VEW, ENCFF227FDU	unfiltered alignments, unfiltered alignments	single-ended, single-ended	True	syn55177452	syn55177455	syn55177448	syn55177450
CL:0002590	smooth muscle cell of the brain vasculature	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000ENG	2012-03-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO229AAA/	ENCFF664RKN, ENCFF980FWK	unfiltered alignments, unfiltered alignments	single-ended, single-ended	True	syn55177456	syn55177461	syn55177453	syn55177454
CL:0002603	astrocyte of the cerebellum	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000ENC	2011-05-04	John Stamatoyannopoulos, UW	/human-donors/ENCDO227AAA/	ENCFF909JGN, ENCFF490FNY	unfiltered alignments, unfiltered alignments	single-ended, single-ended	True	syn55177462	syn55177466	syn55177457	syn55177459
CL:0002604	astrocyte of the hippocampus	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000ENA	2011-05-04	John Stamatoyannopoulos, UW	/human-donors/ENCDO223AAA/	ENCFF607LKR, ENCFF222XQL	unfiltered alignments, unfiltered alignments	single-ended, single-ended	True	syn55177467	syn55177471	syn55177464	syn55177465
CL:0002606	astrocyte of the spinal cord	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000ENB	2011-05-04	John Stamatoyannopoulos, UW	/human-donors/ENCDO224AAA/	ENCFF935OTU, ENCFF960DBN	unfiltered alignments, unfiltered alignments	single-ended, single-ended	True	syn55177472	syn55177476	syn55177469	syn55177470
CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EKF	2011-04-19	Gregory Crawford, Duke	/human-donors/ENCDO560UMK/	ENCFF309JXB	unfiltered alignments	single-ended	False	syn55177478	syn55177481	syn55177473	syn55177474
CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EOQ	2011-05-04	John Stamatoyannopoulos, UW	/human-donors/ENCDO930BXC/	ENCFF529QDQ, ENCFF016SEB	unfiltered alignments, unfiltered alignments	single-ended, single-ended	True	syn55177482	syn55177487	syn55177479	syn55177480
CL:0002639	amniotic stem cell	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR207TUX	2016-05-09	John Stamatoyannopoulos, UW	/human-donors/ENCDO942PSS/	ENCFF506AZM	alignments	paired-ended	True	syn55177485	syn55177490	syn55177483	syn55177484
CL:0002664	cardiovascular progenitor cell	in vitro differentiated cells	Homo sapiens	Bone morphogenetic protein 4, Fibroblast growth factor 2, Activin A	6 ng/mL, 5 ng/mL, 10 ng/mL	5 day	NA	NA	NA	NA	NA	NA	ENCSR000EMW	2012-03-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO221AAA/	ENCFF043LBC, ENCFF130IKC	unfiltered alignments, unfiltered alignments	single-ended, single-ended	True	syn55177491	syn55177496	syn55177488	syn55177489
CL:0010001	stromal cell of bone marrow	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EMH	2012-07-23	John Stamatoyannopoulos, UW	/human-donors/ENCDO000AAV/	ENCFF745IQS, ENCFF753KFY	unfiltered alignments, unfiltered alignments	single-ended, single-ended	True	syn55177497	syn55177500	syn55177492	syn55177494
CL:0010021	cardiac myoblast	in vitro differentiated cells	Homo sapiens	Bone morphogenetic protein 4, Fibroblast growth factor 2, Activin A	6 ng/mL, 5 ng/mL, 10 ng/mL	9 day	NA	NA	NA	NA	NA	NA	ENCSR000EMV	2012-07-23	John Stamatoyannopoulos, UW	/human-donors/ENCDO221AAA/	ENCFF426WHF	unfiltered alignments	single-ended	True	syn55177501	syn55177505	syn55177498	syn55177499
CL:0011012	neural crest cell	in vitro differentiated cells	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR826URD	2021-02-23	John Stamatoyannopoulos, UW	/human-donors/ENCDO222AAA/	ENCFF103QUR, ENCFF916YHM	alignments, alignments	paired-ended, paired-ended	True	syn55177506	syn55177510	syn55177502	syn55177503
CL:0011019	mesothelial cell of epicardium	in vitro differentiated cells	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR658EHM	2021-09-10	John Stamatoyannopoulos, UW	/human-donors/ENCDO222AAA/	ENCFF139MJE	alignments	paired-ended	True	syn55177509	syn55177515	syn55177507	syn55177508
CL:0011019	mesothelial cell of epicardium	in vitro differentiated cells	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR945KSP	2021-02-27	John Stamatoyannopoulos, UW	/human-donors/ENCDO222AAA/	ENCFF437GFL	alignments	paired-ended	False	syn55177516	syn55177520	syn55177512	syn55177514
CL:0011020	neural progenitor cell	in vitro differentiated cells	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR963ALV	2016-06-14	John Stamatoyannopoulos, UW	/human-donors/ENCDO222AAA/	ENCFF123YLB, ENCFF179YWZ	alignments, alignments	paired-ended, paired-ended	True	syn55177519	syn55177524	syn55177517	syn55177518
CL:0011021	fibroblast of upper back skin	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR325LYJ	2013-07-31	John Stamatoyannopoulos, UW	/human-donors/ENCDO576LXR/	ENCFF413DAA	unfiltered alignments	paired-ended & single-ended	False	syn55177525	syn55177528	syn55177521	syn55177523
CL:0011021	fibroblast of upper back skin	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR670VQZ	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO576LXR/	ENCFF833CAL	unfiltered alignments	single-ended	True	syn55177529	syn55177534	syn55177526	syn55177527
CL:0011022	fibroblast of skin of back	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR184LMY	2013-07-31	John Stamatoyannopoulos, UW & Zhiping Weng, UMass	/human-donors/ENCDO597UXW/	ENCFF486ECD	unfiltered alignments	paired-ended & single-ended	True	syn55177535	syn55177538	syn55177531	syn55177533
CL:1000507	kidney tubule cell	primary cell	Homo sapiens	cisplatin	5 μM	NA	NA	NA	NA	NA	NA	NA	ENCSR257CIZ	2018-05-09	John Stamatoyannopoulos, UW	/human-donors/ENCDO421EJG/	ENCFF100HNM	alignments	paired-ended	True	syn55177539	syn55177543	syn55177536	syn55177537
CL:1000507	kidney tubule cell	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR175IWT	2018-05-09	John Stamatoyannopoulos, UW	/human-donors/ENCDO335XPZ/, /human-donors/ENCDO421EJG/	ENCFF298FKB, ENCFF977YJN	alignments, alignments	paired-ended, paired-ended	False	syn55177544	syn55177547	syn55177541	syn55177542
CL:1000510	kidney glomerular epithelial cell	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR136KEL	2018-05-09	John Stamatoyannopoulos, UW	/human-donors/ENCDO484OWJ/, /human-donors/ENCDO730EZR/	ENCFF789WYX, ENCFF925RDJ	alignments, alignments	paired-ended, paired-ended	True	syn55177548	syn55177553	syn55177545	syn55177546
CL:1000892	kidney capillary endothelial cell	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR988YKR	2018-05-09	John Stamatoyannopoulos, UW	/human-donors/ENCDO987XTQ/	ENCFF033OTC	alignments	paired-ended	True	syn55177555	syn55177557	syn55177549	syn55177552
CL:1001568	pulmonary artery endothelial cell	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EOG	2011-10-19	John Stamatoyannopoulos, UW	/human-donors/ENCDO332AAA/	ENCFF186ZTP	unfiltered alignments	single-ended	True	syn55177558	syn55177562	syn55177554	syn55177556
CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR035RVH	2013-07-31	John Stamatoyannopoulos, UW & Zhiping Weng, UMass	/human-donors/ENCDO047TBB/	ENCFF518UKM	unfiltered alignments	paired-ended & single-ended	True	syn55177563	syn55177566	syn55177560	syn55177561
CL:1001606	foreskin keratinocyte	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR724CND	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO686OPO/	ENCFF218LFH	unfiltered alignments	single-ended	False	syn55177568	syn55177572	syn55177564	syn55177565
CL:1001608	foreskin fibroblast	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000ENQ	2011-05-04	John Stamatoyannopoulos, UW	/human-donors/ENCDO232AAA/	ENCFF253VCA, ENCFF659BFD	unfiltered alignments, unfiltered alignments	single-ended, single-ended	True	syn55177573	syn55177576	syn55177570	syn55177571
CL:1001608	foreskin fibroblast	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EPP	2010-12-16	John Stamatoyannopoulos, UW	/human-donors/ENCDO191CQJ/	ENCFF913AWU, ENCFF443DQB	unfiltered alignments, unfiltered alignments	single-ended, single-ended	False	syn55177578	syn55177581	syn55177575	syn55177574
CL:1001608	foreskin fibroblast	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR153LHP	2013-07-31	John Stamatoyannopoulos, UW & Zhiping Weng, UMass	/human-donors/ENCDO047TBB/	ENCFF487RHE	unfiltered alignments	single-ended	False	syn55177582	syn55177586	syn55177579	syn55177580
CL:1001608	foreskin fibroblast	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR251UPG	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO686OPO/	ENCFF598YNL	unfiltered alignments	single-ended	False	syn55177587	syn55177591	syn55177583	syn55177584
CL:2000000	epidermal melanocyte	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000ELD	2011-04-19	Gregory Crawford, Duke	/human-donors/ENCDO264AAA/	ENCFF786HBB	unfiltered alignments	single-ended	False	syn55177592	syn55177595	syn55177589	syn55177590
CL:2000010	dermis blood vessel endothelial cell	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000ENX	2011-10-19	John Stamatoyannopoulos, UW	/human-donors/ENCDO239AAA/	ENCFF739GYW, ENCFF816VQV	unfiltered alignments, unfiltered alignments	single-ended, single-ended	True	syn55177596	syn55177600	syn55177593	syn55177594
CL:2000010	dermis blood vessel endothelial cell	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000ENY	2010-12-14	John Stamatoyannopoulos, UW	/human-donors/ENCDO240AAA/	ENCFF935IGK, ENCFF840QUG	unfiltered alignments, unfiltered alignments	single-ended, single-ended	False	syn55177601	syn55177604	syn55177598	syn55177599
CL:2000010	dermis blood vessel endothelial cell	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000ENZ	2010-12-16	John Stamatoyannopoulos, UW	/human-donors/ENCDO241AAA/	ENCFF542UFQ, ENCFF320KKF	unfiltered alignments, unfiltered alignments	single-ended, single-ended	False	syn55177605	syn55177608	syn55177602	syn55177603
CL:2000010	dermis blood vessel endothelial cell	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EOC	2010-12-16	John Stamatoyannopoulos, UW	/human-donors/ENCDO244AAA/	ENCFF351XKA, ENCFF967VTQ	unfiltered alignments, unfiltered alignments	single-ended, single-ended	False	syn55177612	syn55177617	syn55177610	syn55177611
CL:2000013	fibroblast of skin of abdomen	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR176KYD	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO576LXR/	ENCFF013DZG	unfiltered alignments	single-ended	False	syn55177618	syn55177621	syn55177613	syn55177614
CL:2000013	fibroblast of skin of abdomen	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR622TWS	2013-07-31	John Stamatoyannopoulos, UW	/human-donors/ENCDO576LXR/	ENCFF906YYA	unfiltered alignments	paired-ended & single-ended	True	syn55177633	syn55177625	syn55177619	syn55177620
CL:2000016	lung microvascular endothelial cell	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EOD	2010-12-16	John Stamatoyannopoulos, UW	/human-donors/ENCDO237AAA/	ENCFF390RYI, ENCFF806HBI	unfiltered alignments, unfiltered alignments	paired-ended & single-ended, single-ended	False	syn55177626	syn55177629	syn55177622	syn55177624
CL:2000016	lung microvascular endothelial cell	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EOE	2010-12-16	John Stamatoyannopoulos, UW	/human-donors/ENCDO238AAA/	ENCFF765BBU, ENCFF475NUI	unfiltered alignments, unfiltered alignments	single-ended, single-ended	True	syn55177630	syn55177635	syn55177627	syn55177628
CL:2000017	fibroblast of peridontal ligament	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EOI	2010-12-16	John Stamatoyannopoulos, UW	/human-donors/ENCDO247AAA/	ENCFF724JBF, ENCFF087PPY	unfiltered alignments, unfiltered alignments	single-ended, single-ended	True	syn55177638	syn55177642	syn55177631	syn55177637
CL:2000041	dermis microvascular lymphatic vessel endothelial cell	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EOA	2010-12-16	John Stamatoyannopoulos, UW	/human-donors/ENCDO242AAA/	ENCFF104PRG, ENCFF894FEO	unfiltered alignments, unfiltered alignments	single-ended, single-ended	False	syn55177644	syn55177648	syn55177639	syn55177641
CL:2000041	dermis microvascular lymphatic vessel endothelial cell	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EOB	2010-12-16	John Stamatoyannopoulos, UW	/human-donors/ENCDO243AAA/	ENCFF805MXN, ENCFF627UXJ	unfiltered alignments, unfiltered alignments	single-ended, single-ended	True	syn55177650	syn55177653	syn55177645	syn55177646
CL:2000043	brain pericyte	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000ENF	2012-03-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO228AAA/	ENCFF582YGW	unfiltered alignments	single-ended	True	syn55177654	syn55177658	syn55177651	syn55177652
CL:2000044	brain microvascular endothelial cell	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000ENE	2010-12-16	John Stamatoyannopoulos, UW	/human-donors/ENCDO227AAA/	ENCFF427KSA, ENCFF203RLS	unfiltered alignments, unfiltered alignments	single-ended, single-ended	True	syn55177659	syn55177662	syn55177655	syn55177657
CL:2000044	brain microvascular endothelial cell	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR006DKF	2020-10-05	John Stamatoyannopoulos, UW	/human-donors/ENCDO227AAA/	ENCFF438RES, ENCFF598PRH	alignments, alignments	paired-ended, paired-ended	False	syn55177663	syn55177667	syn55177660	syn55177661
CL:2000045	foreskin melanocyte	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR434OBM	2013-07-31	John Stamatoyannopoulos, UW & Zhiping Weng, UMass	/human-donors/ENCDO047TBB/	ENCFF768NBD	unfiltered alignments	paired-ended & single-ended	False	syn55177668	syn55177671	syn55177664	syn55177665
CL:2000045	foreskin melanocyte	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR518JGY	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO686OPO/	ENCFF734JYI	unfiltered alignments	single-ended	True	syn55177672	syn55177677	syn55177669	syn55177670
CLO:0003771	HK-2	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR634YVQ	2018-05-09	John Stamatoyannopoulos, UW	/human-donors/ENCDO592BBN/	ENCFF632FSE	alignments	paired-ended	True	syn55177678	syn55177681	syn55177673	syn55177674
CLO:0007045	Jurkat, Clone E6-1	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EOS	2011-05-04	John Stamatoyannopoulos, UW	/human-donors/ENCDO000AAY/	ENCFF623AMI, ENCFF443NXJ	unfiltered alignments, unfiltered alignments	single-ended, single-ended	True	syn55177682	syn55177686	syn55177679	syn55177680
CLO:0011092	AG20443	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EIX	2012-03-28	Gregory Crawford, Duke	/human-donors/ENCDO184AAA/	ENCFF529VPM	unfiltered alignments	single-ended	False	syn55177687	syn55177690	syn55177683	syn55177684
CLO:0016536	GM03348	cell line	Homo sapiens	doxycycline	3 μg/mL	10 day	NA	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4654/'], '@type': ['Target', 'Item'], 'name': 'MYOD1-human', 'label': 'MYOD1', '@id': '/targets/MYOD1-human/', 'title': 'MYOD1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '9ade1b0a-1f30-11e3-aab5-14109fe2b29d', 'status': 'released'}	NA	NA	NA	ENCSR000EIT	2012-08-28	Gregory Crawford, Duke	/human-donors/ENCDO186AAA/	ENCFF969RTD	unfiltered alignments	single-ended	False	syn55177691	syn55177695	syn55177688	syn55177689
CLO:0016536	GM03348	cell line	Homo sapiens	NA	NA	NA	NA	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4654/'], '@type': ['Target', 'Item'], 'name': 'MYOD1-human', 'label': 'MYOD1', '@id': '/targets/MYOD1-human/', 'title': 'MYOD1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '9ade1b0a-1f30-11e3-aab5-14109fe2b29d', 'status': 'released'}	NA	NA	NA	ENCSR000EIR	2012-08-28	Gregory Crawford, Duke	/human-donors/ENCDO186AAA/	ENCFF366OHL	unfiltered alignments	single-ended	False	syn55177696	syn55177699	syn55177692	syn55177693
CLO:0016536	GM03348	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EIS	2012-08-28	Gregory Crawford, Duke	/human-donors/ENCDO186AAA/	ENCFF807INY	unfiltered alignments	single-ended	False	syn55177700	syn55177705	syn55177697	syn55177698
CLO:0018812	GM04504	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EMP	2012-03-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO000AAJ/	ENCFF350FKO, ENCFF823CSM	unfiltered alignments, unfiltered alignments	single-ended, single-ended	True	syn55177706	syn55177709	syn55177702	syn55177703
CLO:0018813	GM04503	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EMO	2012-03-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO009AAA/	ENCFF596JWG, ENCFF992AZC	unfiltered alignments, unfiltered alignments	single-ended, single-ended	True	syn55177711	syn55177715	syn55177707	syn55177708
CLO:0021511	AG10803	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EMB	2010-12-16	John Stamatoyannopoulos, UW	/human-donors/ENCDO442SWC/	ENCFF240XBQ, ENCFF056XGB	unfiltered alignments, unfiltered alignments	single-ended, single-ended	True	syn55177717	syn55177720	syn55177712	syn55177713
CLO:0021752	AG09309	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000ELZ	2010-12-16	John Stamatoyannopoulos, UW	/human-donors/ENCDO002AAA/	ENCFF480YHP, ENCFF112HRI	unfiltered alignments, unfiltered alignments	single-ended, single-ended	True	syn55177721	syn55177725	syn55177718	syn55177719
CLO:0021754	AG09319	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EMA	2010-12-16	John Stamatoyannopoulos, UW	/human-donors/ENCDO373ZSZ/	ENCFF133WRM, ENCFF605ZWW	unfiltered alignments, unfiltered alignments	single-ended, single-ended	True	syn55177726	syn55177731	syn55177722	syn55177723
CLO:0033902	AG08396	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EIW	2012-03-28	Gregory Crawford, Duke	/human-donors/ENCDO016AAA/	ENCFF506CPQ	unfiltered alignments	single-ended	False	syn55177732	syn55177737	syn55177728	syn55177730
CLO:0033911	AG08395	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EIV	2012-03-28	Gregory Crawford, Duke	/human-donors/ENCDO016AAA/	ENCFF296IFK	unfiltered alignments	single-ended	False	syn55177736	syn55177740	syn55177733	syn55177735
CLO:0034837	AG04449	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000ELX	2010-12-16	John Stamatoyannopoulos, UW	/human-donors/ENCDO001AAA/	ENCFF015VCA, ENCFF218KYK	unfiltered alignments, unfiltered alignments	single-ended, single-ended	True	syn55177741	syn55177746	syn55177738	syn55177739
EFO:0000681	RCC	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR337IRF	2018-05-09	John Stamatoyannopoulos, UW	/human-donors/ENCDO335XPZ/, /human-donors/ENCDO421EJG/	ENCFF158JTK, ENCFF478GFR	alignments, alignments	paired-ended, paired-ended	True	syn55177747	syn55177751	syn55177743	syn55177744
EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	0.5 hour	NA	NA	NA	NA	NA	NA	ENCSR406EMB	2016-05-05	Tim Reddy, Duke	/human-donors/ENCDO000AAZ/	ENCFF199AQX, ENCFF512OTM, ENCFF313ILC, ENCFF635HDK, ENCFF004RNE	unfiltered alignments, unfiltered alignments, unfiltered alignments, unfiltered alignments, unfiltered alignments	single-ended, single-ended, single-ended, single-ended, single-ended	False	syn55177752	syn55177757	syn55177749	syn55177750
EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	1 hour	NA	NA	NA	NA	NA	NA	ENCSR384KCZ	2016-05-05	Tim Reddy, Duke	/human-donors/ENCDO000AAZ/	ENCFF838CUA, ENCFF369CLX, ENCFF658VKV, ENCFF455QZC, ENCFF008YUA	unfiltered alignments, unfiltered alignments, unfiltered alignments, unfiltered alignments, unfiltered alignments	single-ended, single-ended, single-ended, single-ended, single-ended	True	syn55177758	syn55177764	syn55177753	syn55177754
EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	10 hour	NA	NA	NA	NA	NA	NA	ENCSR128IVG	2016-05-05	Tim Reddy, Duke	/human-donors/ENCDO000AAZ/	ENCFF656VAK, ENCFF989AGK, ENCFF331AYH, ENCFF088PRP	unfiltered alignments, unfiltered alignments, unfiltered alignments, unfiltered alignments	single-ended, single-ended, single-ended, single-ended	False	syn55177763	syn55177770	syn55177760	syn55177761
EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	12 hour	NA	NA	NA	NA	NA	NA	ENCSR523FJT	2016-05-05	Tim Reddy, Duke	/human-donors/ENCDO000AAZ/	ENCFF144UVO, ENCFF924LAN, ENCFF202XXK, ENCFF344BWR	unfiltered alignments, unfiltered alignments, unfiltered alignments, unfiltered alignments	single-ended, single-ended, single-ended, single-ended	False	syn55177771	syn55177774	syn55177766	syn55177768
EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	2 hour	NA	NA	NA	NA	NA	NA	ENCSR837VHE	2016-05-05	Tim Reddy, Duke	/human-donors/ENCDO000AAZ/	ENCFF023LKT, ENCFF352OMJ, ENCFF731FBN, ENCFF382QUN	unfiltered alignments, unfiltered alignments, unfiltered alignments, unfiltered alignments	single-ended, single-ended, single-ended, single-ended	False	syn55177775	syn55177779	syn55177772	syn55177773
