Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	DNase Experiment accession	DNase Experiment date released	DNase Lab	DNase Donor(s)	DNase File accession	DNase Output type	DNase Run type	ENCODE-rE2G v1
CL:2000010	dermis blood vessel endothelial cell	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000ENZ	2010-12-16	John Stamatoyannopoulos, UW	/human-donors/ENCDO241AAA/	ENCFF542UFQ, ENCFF320KKF	unfiltered alignments, unfiltered alignments	single-ended, single-ended	FALSE
CL:2000010	dermis blood vessel endothelial cell	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EOC	2010-12-16	John Stamatoyannopoulos, UW	/human-donors/ENCDO244AAA/	ENCFF351XKA, ENCFF967VTQ	unfiltered alignments, unfiltered alignments	single-ended, single-ended	FALSE
CL:2000013	fibroblast of skin of abdomen	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR176KYD	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO576LXR/	ENCFF013DZG	unfiltered alignments	single-ended	FALSE
CL:2000013	fibroblast of skin of abdomen	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR622TWS	2013-07-31	John Stamatoyannopoulos, UW	/human-donors/ENCDO576LXR/	ENCFF906YYA	unfiltered alignments	paired-ended & single-ended	TRUE
CL:2000016	lung microvascular endothelial cell	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EOD	2010-12-16	John Stamatoyannopoulos, UW	/human-donors/ENCDO237AAA/	ENCFF390RYI, ENCFF806HBI	unfiltered alignments, unfiltered alignments	paired-ended & single-ended, single-ended	FALSE
CL:2000016	lung microvascular endothelial cell	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EOE	2010-12-16	John Stamatoyannopoulos, UW	/human-donors/ENCDO238AAA/	ENCFF765BBU, ENCFF475NUI	unfiltered alignments, unfiltered alignments	single-ended, single-ended	TRUE
CL:2000017	fibroblast of peridontal ligament	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EOI	2010-12-16	John Stamatoyannopoulos, UW	/human-donors/ENCDO247AAA/	ENCFF724JBF, ENCFF087PPY	unfiltered alignments, unfiltered alignments	single-ended, single-ended	TRUE
CL:2000041	dermis microvascular lymphatic vessel endothelial cell	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EOA	2010-12-16	John Stamatoyannopoulos, UW	/human-donors/ENCDO242AAA/	ENCFF104PRG, ENCFF894FEO	unfiltered alignments, unfiltered alignments	single-ended, single-ended	FALSE
CL:2000041	dermis microvascular lymphatic vessel endothelial cell	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EOB	2010-12-16	John Stamatoyannopoulos, UW	/human-donors/ENCDO243AAA/	ENCFF805MXN, ENCFF627UXJ	unfiltered alignments, unfiltered alignments	single-ended, single-ended	TRUE
CL:2000043	brain pericyte	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000ENF	2012-03-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO228AAA/	ENCFF582YGW	unfiltered alignments	single-ended	TRUE
CL:2000044	brain microvascular endothelial cell	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000ENE	2010-12-16	John Stamatoyannopoulos, UW	/human-donors/ENCDO227AAA/	ENCFF427KSA, ENCFF203RLS	unfiltered alignments, unfiltered alignments	single-ended, single-ended	TRUE
CL:2000044	brain microvascular endothelial cell	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR006DKF	2020-10-05	John Stamatoyannopoulos, UW	/human-donors/ENCDO227AAA/	ENCFF438RES, ENCFF598PRH	alignments, alignments	paired-ended, paired-ended	FALSE
CL:2000045	foreskin melanocyte	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR434OBM	2013-07-31	John Stamatoyannopoulos, UW & Zhiping Weng, UMass	/human-donors/ENCDO047TBB/	ENCFF768NBD	unfiltered alignments	paired-ended & single-ended	FALSE
CL:2000045	foreskin melanocyte	primary cell	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR518JGY	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO686OPO/	ENCFF734JYI	unfiltered alignments	single-ended	TRUE
CLO:0003771	HK-2	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR634YVQ	2018-05-09	John Stamatoyannopoulos, UW	/human-donors/ENCDO592BBN/	ENCFF632FSE	alignments	paired-ended	TRUE
CLO:0007045	Jurkat, Clone E6-1	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EOS	2011-05-04	John Stamatoyannopoulos, UW	/human-donors/ENCDO000AAY/	ENCFF623AMI, ENCFF443NXJ	unfiltered alignments, unfiltered alignments	single-ended, single-ended	TRUE
CLO:0011092	AG20443	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EIX	2012-03-28	Gregory Crawford, Duke	/human-donors/ENCDO184AAA/	ENCFF529VPM	unfiltered alignments	single-ended	FALSE
CLO:0016536	GM03348	cell line	Homo sapiens	doxycycline	3 μg/mL	10 day	NA	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4654/'], '@type': ['Target', 'Item'], 'name': 'MYOD1-human', 'label': 'MYOD1', '@id': '/targets/MYOD1-human/', 'title': 'MYOD1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '9ade1b0a-1f30-11e3-aab5-14109fe2b29d', 'status': 'released'}	NA	NA	NA	ENCSR000EIT	2012-08-28	Gregory Crawford, Duke	/human-donors/ENCDO186AAA/	ENCFF969RTD	unfiltered alignments	single-ended	FALSE
CLO:0016536	GM03348	cell line	Homo sapiens	NA	NA	NA	NA	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4654/'], '@type': ['Target', 'Item'], 'name': 'MYOD1-human', 'label': 'MYOD1', '@id': '/targets/MYOD1-human/', 'title': 'MYOD1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '9ade1b0a-1f30-11e3-aab5-14109fe2b29d', 'status': 'released'}	NA	NA	NA	ENCSR000EIR	2012-08-28	Gregory Crawford, Duke	/human-donors/ENCDO186AAA/	ENCFF366OHL	unfiltered alignments	single-ended	FALSE
CLO:0016536	GM03348	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EIS	2012-08-28	Gregory Crawford, Duke	/human-donors/ENCDO186AAA/	ENCFF807INY	unfiltered alignments	single-ended	FALSE
CLO:0018812	GM04504	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EMP	2012-03-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO000AAJ/	ENCFF350FKO, ENCFF823CSM	unfiltered alignments, unfiltered alignments	single-ended, single-ended	TRUE
CLO:0018813	GM04503	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EMO	2012-03-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO009AAA/	ENCFF596JWG, ENCFF992AZC	unfiltered alignments, unfiltered alignments	single-ended, single-ended	TRUE
CLO:0021511	AG10803	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EMB	2010-12-16	John Stamatoyannopoulos, UW	/human-donors/ENCDO442SWC/	ENCFF240XBQ, ENCFF056XGB	unfiltered alignments, unfiltered alignments	single-ended, single-ended	TRUE
CLO:0021752	AG09309	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000ELZ	2010-12-16	John Stamatoyannopoulos, UW	/human-donors/ENCDO002AAA/	ENCFF480YHP, ENCFF112HRI	unfiltered alignments, unfiltered alignments	single-ended, single-ended	TRUE
CLO:0021754	AG09319	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EMA	2010-12-16	John Stamatoyannopoulos, UW	/human-donors/ENCDO373ZSZ/	ENCFF133WRM, ENCFF605ZWW	unfiltered alignments, unfiltered alignments	single-ended, single-ended	TRUE
CLO:0033902	AG08396	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EIW	2012-03-28	Gregory Crawford, Duke	/human-donors/ENCDO016AAA/	ENCFF506CPQ	unfiltered alignments	single-ended	FALSE
CLO:0033911	AG08395	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EIV	2012-03-28	Gregory Crawford, Duke	/human-donors/ENCDO016AAA/	ENCFF296IFK	unfiltered alignments	single-ended	FALSE
CLO:0034837	AG04449	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000ELX	2010-12-16	John Stamatoyannopoulos, UW	/human-donors/ENCDO001AAA/	ENCFF015VCA, ENCFF218KYK	unfiltered alignments, unfiltered alignments	single-ended, single-ended	TRUE
EFO:0000681	RCC	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR337IRF	2018-05-09	John Stamatoyannopoulos, UW	/human-donors/ENCDO335XPZ/, /human-donors/ENCDO421EJG/	ENCFF158JTK, ENCFF478GFR	alignments, alignments	paired-ended, paired-ended	TRUE
EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	0.5 hour	NA	NA	NA	NA	NA	NA	ENCSR406EMB	2016-05-05	Tim Reddy, Duke	/human-donors/ENCDO000AAZ/	ENCFF199AQX, ENCFF512OTM, ENCFF313ILC, ENCFF635HDK, ENCFF004RNE	unfiltered alignments, unfiltered alignments, unfiltered alignments, unfiltered alignments, unfiltered alignments	single-ended, single-ended, single-ended, single-ended, single-ended	FALSE
EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	1 hour	NA	NA	NA	NA	NA	NA	ENCSR384KCZ	2016-05-05	Tim Reddy, Duke	/human-donors/ENCDO000AAZ/	ENCFF838CUA, ENCFF369CLX, ENCFF658VKV, ENCFF455QZC, ENCFF008YUA	unfiltered alignments, unfiltered alignments, unfiltered alignments, unfiltered alignments, unfiltered alignments	single-ended, single-ended, single-ended, single-ended, single-ended	TRUE
EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	10 hour	NA	NA	NA	NA	NA	NA	ENCSR128IVG	2016-05-05	Tim Reddy, Duke	/human-donors/ENCDO000AAZ/	ENCFF656VAK, ENCFF989AGK, ENCFF331AYH, ENCFF088PRP	unfiltered alignments, unfiltered alignments, unfiltered alignments, unfiltered alignments	single-ended, single-ended, single-ended, single-ended	FALSE
EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	12 hour	NA	NA	NA	NA	NA	NA	ENCSR523FJT	2016-05-05	Tim Reddy, Duke	/human-donors/ENCDO000AAZ/	ENCFF144UVO, ENCFF924LAN, ENCFF202XXK, ENCFF344BWR	unfiltered alignments, unfiltered alignments, unfiltered alignments, unfiltered alignments	single-ended, single-ended, single-ended, single-ended	FALSE
EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	2 hour	NA	NA	NA	NA	NA	NA	ENCSR837VHE	2016-05-05	Tim Reddy, Duke	/human-donors/ENCDO000AAZ/	ENCFF023LKT, ENCFF352OMJ, ENCFF731FBN, ENCFF382QUN	unfiltered alignments, unfiltered alignments, unfiltered alignments, unfiltered alignments	single-ended, single-ended, single-ended, single-ended	FALSE
EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	3 hour	NA	NA	NA	NA	NA	NA	ENCSR294XUZ	2016-05-05	Tim Reddy, Duke	/human-donors/ENCDO000AAZ/	ENCFF937BFS, ENCFF681EYE, ENCFF064MSU, ENCFF287FKK	unfiltered alignments, unfiltered alignments, unfiltered alignments, unfiltered alignments	single-ended, single-ended, single-ended, single-ended	FALSE
EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	4 hour	NA	NA	NA	NA	NA	NA	ENCSR599WJC	2016-05-05	Tim Reddy, Duke	/human-donors/ENCDO000AAZ/	ENCFF101SSS, ENCFF974NNZ, ENCFF332WAL, ENCFF134NCO	unfiltered alignments, unfiltered alignments, unfiltered alignments, unfiltered alignments	single-ended, single-ended, single-ended, single-ended	FALSE
EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	5 hour	NA	NA	NA	NA	NA	NA	ENCSR565WPR	2016-05-05	Tim Reddy, Duke	/human-donors/ENCDO000AAZ/	ENCFF177ONC, ENCFF396TBK, ENCFF382SDZ, ENCFF067NET	unfiltered alignments, unfiltered alignments, unfiltered alignments, unfiltered alignments	single-ended, single-ended, single-ended, single-ended	FALSE
EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	6 hour	NA	NA	NA	NA	NA	NA	ENCSR077EYC	2016-05-05	Tim Reddy, Duke	/human-donors/ENCDO000AAZ/	ENCFF956CDV, ENCFF282JQS, ENCFF225LKK, ENCFF541WWN	unfiltered alignments, unfiltered alignments, unfiltered alignments, unfiltered alignments	single-ended, single-ended, single-ended, single-ended	FALSE
EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	7 hour	NA	NA	NA	NA	NA	NA	ENCSR347CEH	2016-05-05	Tim Reddy, Duke	/human-donors/ENCDO000AAZ/	ENCFF539LZP, ENCFF271AAE, ENCFF702KRA, ENCFF081ZPV	unfiltered alignments, unfiltered alignments, unfiltered alignments, unfiltered alignments	single-ended, single-ended, single-ended, single-ended	FALSE
EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	8 hour	NA	NA	NA	NA	NA	NA	ENCSR660OQE	2016-05-05	Tim Reddy, Duke	/human-donors/ENCDO000AAZ/	ENCFF428PRU, ENCFF598KJO, ENCFF025VVX, ENCFF856JVS, ENCFF976VXJ	unfiltered alignments, unfiltered alignments, unfiltered alignments, unfiltered alignments, unfiltered alignments	single-ended, single-ended, single-ended, single-ended, single-ended	FALSE
EFO:0001086	A549	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EIE	2011-04-19	Gregory Crawford, Duke	/human-donors/ENCDO000AAZ/	ENCFF995HBI	unfiltered alignments	single-ended	FALSE
EFO:0001086	A549	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000ELW	2016-07-21	John Stamatoyannopoulos, UW	/human-donors/ENCDO000AAZ/	ENCFF048PFJ, ENCFF410CDT	unfiltered alignments, alignments	single-ended, paired-ended	TRUE
EFO:0001086	A549	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR136DNA	2016-05-05	Tim Reddy, Duke	/human-donors/ENCDO000AAZ/	ENCFF215ZJQ, ENCFF037NDD, ENCFF548VIM, ENCFF633PXA	unfiltered alignments, unfiltered alignments, unfiltered alignments, unfiltered alignments	single-ended, single-ended, single-ended, single-ended	TRUE
EFO:0001099	Caco-2	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EMI	2010-12-16	John Stamatoyannopoulos, UW	/human-donors/ENCDO000ACR/	ENCFF203HVL, ENCFF961FVW	unfiltered alignments, unfiltered alignments	single-ended, single-ended	TRUE
EFO:0001099	Caco-2	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR030HFV	2020-09-19	John Stamatoyannopoulos, UW	/human-donors/ENCDO000ACR/	ENCFF043MJC, ENCFF896IZG	alignments, alignments	paired-ended, paired-ended	FALSE
EFO:0001099	Caco-2	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR255STJ	2022-01-26	John Stamatoyannopoulos, UW	/human-donors/ENCDO000ACR/	ENCFF368UBC, ENCFF554OTV	alignments, alignments	paired-ended, paired-ended	FALSE
EFO:0001184	HEK293T	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EJR	2012-03-28	Gregory Crawford, Duke	/human-donors/ENCDO000ABF/	ENCFF283AWX	unfiltered alignments	single-ended	FALSE
EFO:0001187	HepG2	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EJV	2012-03-28	Gregory Crawford, Duke	/human-donors/ENCDO000AAC/	ENCFF878RGP	unfiltered alignments	single-ended	TRUE
EFO:0001187	HepG2	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR149XIL	2015-08-18	John Stamatoyannopoulos, UW	/human-donors/ENCDO000AAC/	ENCFF474LSZ, ENCFF839SPF	alignments, alignments	paired-ended, paired-ended	FALSE
EFO:0001193	HT-29	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR814KRX	2015-10-14	John Stamatoyannopoulos, UW	/human-donors/ENCDO347AAA/	ENCFF485UTI, ENCFF092FYN, ENCFF698NHT, ENCFF906DWG	alignments, alignments, alignments, alignments	paired-ended, paired-ended, paired-ended, paired-ended	TRUE
EFO:0001196	IMR-90	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EKG	2012-08-28	Gregory Crawford, Duke	/human-donors/ENCDO000AAX/	ENCFF361OWP	unfiltered alignments	single-ended	TRUE
EFO:0001196	IMR-90	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR477RTP	2013-07-31	Zhiping Weng, UMass	/human-donors/ENCDO000AAX/	ENCFF618FFB	unfiltered alignments	single-ended	FALSE
EFO:0001200	MCF 10A	cell line	Homo sapiens	tamoxifen	1.0 μM	24.0 hour	NA	NA	NA	NA	NA	NA	ENCSR752EPH	2018-01-29	John Stamatoyannopoulos, UW	/human-donors/ENCDO000AAP/	ENCFF766UHF	unfiltered alignments	paired-ended & single-ended	FALSE
EFO:0001200	MCF 10A	cell line	Homo sapiens	tamoxifen	1.0 μM	6.0 hour	NA	NA	NA	NA	NA	NA	ENCSR385SZQ	2018-01-29	John Stamatoyannopoulos, UW	/human-donors/ENCDO000AAP/	ENCFF101JIC	unfiltered alignments	paired-ended & single-ended	TRUE
EFO:0001200	MCF 10A	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR789VGQ	2018-01-18	John Stamatoyannopoulos, UW	/human-donors/ENCDO000AAP/	ENCFF416UGH	unfiltered alignments	paired-ended & single-ended	FALSE
EFO:0001203	MCF-7	cell line	Homo sapiens	estradiol	100 nM	1 hour	NA	NA	NA	NA	NA	NA	ENCSR000EPI	2012-06-12	John Stamatoyannopoulos, UW	/human-donors/ENCDO000AAE/	ENCFF199OSH, ENCFF822WNW	unfiltered alignments, unfiltered alignments	single-ended, single-ended	TRUE
EFO:0001203	MCF-7	cell line	Homo sapiens	lactate	10 mM	24 hour	NA	NA	NA	NA	NA	NA	ENCSR000EKY	2012-03-28	Gregory Crawford, Duke	/human-donors/ENCDO000AAE/	ENCFF453JXK	unfiltered alignments	single-ended	FALSE
EFO:0001203	MCF-7	cell line	Homo sapiens	NA	NA	NA	RNAi	interference	{'dbxrefs': ['FactorBook:CTCF'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10664/'], '@type': ['Target', 'Item'], 'label': 'CTCF', 'title': 'CTCF (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '80f4c52e-c7bc-4afc-b159-89cb10367780', 'schema_version': '14', 'name': 'CTCF-human', '@id': '/targets/CTCF-human/', 'status': 'released'}	NA	NA	NA	ENCSR000EKX	2012-08-28	Gregory Crawford, Duke	/human-donors/ENCDO000AAE/	ENCFF925RMV	unfiltered alignments	single-ended	FALSE
EFO:0001203	MCF-7	cell line	Homo sapiens	NA	NA	NA	RNAi	interference	NA	NA	NA	NA	ENCSR000EKW	2012-08-28	Gregory Crawford, Duke	/human-donors/ENCDO000AAE/	ENCFF145ZWL	unfiltered alignments	single-ended	FALSE
EFO:0001203	MCF-7	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EKV	2012-08-28	Gregory Crawford, Duke	/human-donors/ENCDO000AAE/	ENCFF383DSC	unfiltered alignments	single-ended	FALSE
EFO:0001203	MCF-7	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EKZ	2011-04-19	Gregory Crawford, Duke	/human-donors/ENCDO000AAE/	ENCFF244VNL	unfiltered alignments	single-ended	FALSE
EFO:0001203	MCF-7	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EPH	2012-06-12	John Stamatoyannopoulos, UW	/human-donors/ENCDO000AAE/	ENCFF429VEC, ENCFF812YNL	unfiltered alignments, unfiltered alignments	single-ended, single-ended	FALSE
EFO:0001221	NCI-H929	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR090SMP	2020-10-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO220OYR/	ENCFF910XNY, ENCFF369NRI	alignments, alignments	paired-ended, paired-ended	TRUE
EFO:0001232	RKO	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR429RHR	2016-08-01	John Stamatoyannopoulos, UW	/human-donors/ENCDO035MMY/	ENCFF290RFC, ENCFF881HKH	alignments, alignments	paired-ended, paired-ended	TRUE
EFO:0001247	T47D	cell line	Homo sapiens	17β-estradiol	10 nM	30 minute	NA	NA	NA	NA	NA	NA	ENCSR000ELS	2012-03-28	Gregory Crawford, Duke	/human-donors/ENCDO000ABA/	ENCFF661WZF	unfiltered alignments	single-ended	FALSE
EFO:0001247	T47D	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000ELT	2011-04-19	Gregory Crawford, Duke	/human-donors/ENCDO000ABA/	ENCFF384HOF	unfiltered alignments	single-ended	FALSE
EFO:0001247	T47D	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EQB	2012-03-06	John Stamatoyannopoulos, UW	/human-donors/ENCDO000ABA/	ENCFF002IRA, ENCFF261ZUT	unfiltered alignments, unfiltered alignments	paired-ended & single-ended, single-ended	TRUE
EFO:0001260	WI38	cell line	Homo sapiens	afimoxifene	20.0 nM	72.0 hour	NA	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/5894/'], '@type': ['Target', 'Item'], 'name': 'RAF1-human', 'label': 'RAF1', '@id': '/targets/RAF1-human/', 'title': 'RAF1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'b1ac3296-1bdd-11e3-954f-14109fe2b29d', 'status': 'released'}	NA	NA	NA	ENCSR000EQM	2011-05-04	John Stamatoyannopoulos, UW	/human-donors/ENCDO000ADU/	ENCFF106KYR, ENCFF760MER	unfiltered alignments, unfiltered alignments	single-ended, single-ended	TRUE
EFO:0001260	WI38	cell line	Homo sapiens	NA	NA	NA	NA	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/5894/'], '@type': ['Target', 'Item'], 'name': 'RAF1-human', 'label': 'RAF1', '@id': '/targets/RAF1-human/', 'title': 'RAF1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'b1ac3296-1bdd-11e3-954f-14109fe2b29d', 'status': 'released'}	NA	NA	NA	ENCSR000EQN	2011-05-04	John Stamatoyannopoulos, UW	/human-donors/ENCDO000ADU/	ENCFF394FFM, ENCFF400OHC	unfiltered alignments, unfiltered alignments	single-ended, single-ended	FALSE
EFO:0002059	HT1080	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000FDI	2015-03-31	John Stamatoyannopoulos, UW	/human-donors/ENCDO033CRF/	ENCFF862UPO, ENCFF033IBX	unfiltered alignments, unfiltered alignments	paired-ended & single-ended, paired-ended & single-ended	TRUE
EFO:0002067	K562	cell line	Homo sapiens	dimethyl sulfoxide	0.05 percent	72 hour	NA	NA	NA	NA	NA	NA	ENCSR000EKO	2012-08-28	Gregory Crawford, Duke	/human-donors/ENCDO000AAD/	ENCFF050ZRL	unfiltered alignments	single-ended	FALSE
EFO:0002067	K562	cell line	Homo sapiens	sodium butyrate	500.0 μM	72.0 hour	NA	NA	NA	NA	NA	NA	ENCSR000EKR	2012-03-28	Gregory Crawford, Duke	/human-donors/ENCDO000AAD/	ENCFF896UXC	unfiltered alignments	single-ended	FALSE
EFO:0002067	K562	cell line	Homo sapiens	vorinostat	1.0 μM	72.0 hour	NA	NA	NA	NA	NA	NA	ENCSR000EKN	2012-08-28	Gregory Crawford, Duke	/human-donors/ENCDO000AAD/	ENCFF499RRW	unfiltered alignments	single-ended	FALSE
EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EKP	2012-08-28	Gregory Crawford, Duke	/human-donors/ENCDO000AAD/	ENCFF612AHB	unfiltered alignments	single-ended	FALSE
EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EKQ	2012-08-28	Gregory Crawford, Duke	/human-donors/ENCDO000AAD/	ENCFF651KVB	unfiltered alignments	single-ended	FALSE
EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EKS	2011-04-19	Gregory Crawford, Duke	/human-donors/ENCDO000AAD/	ENCFF987IUK	unfiltered alignments	single-ended	FALSE
EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR000EOT	2018-05-09	John Stamatoyannopoulos, UW	/human-donors/ENCDO000AAD/	ENCFF325RTP, ENCFF860XAE	unfiltered alignments, unfiltered alignments	paired-ended & single-ended, single-ended	TRUE
EFO:0002074	PC-3	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ENCSR052AWE	2015-11-05	John Stamatoyannopoulos, UW	/human-donors/ENCDO349AAA/	ENCFF197VOO, ENCFF695RSF	alignments, alignments	paired-ended, paired-ended	TRUE
